id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
132689,132689,1850.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Virginian, 4-2-1850,” April 2, 1850. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: James, John D|Consignor: Hagan, John|Consignor: Davis, George|Shipper: Currie, David|Consignor: Johnson, Sherman|Captain: Boush, Nathaniel|Consignor: Talbot, William F.|Shipper: Apperson, George W",Intra
132691,132691,1850.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the John A Lancasater, 12-28-1849,” December 28, 1849. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Consignor: James, John D|Consignor: Hagan, John|Shipper: Currie, David|Consignor: Boudar, Thomas|Captain: Sooy?, Benjamin|Consignor: Fisk and Stever|Shipper: Apperson, George W|Consignor: Talbot, William F.",Intra
132692,132692,1850.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the John C. Calhoun, 10-24-1850,” October 24, 1850. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Donovan, Joseph|Captain: Lovell, John",Intra
132693,132693,1841.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Long Island, 1--1841,&#x201D; 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.","Shipper: Barnes, George W.|Consignor: McCargo, Thomas|Consignor: Beasley, Richard R.|Shipper: Betts, William H.|Consignor: Johnson, Sherman|Consignor: Freeman, Theophilus|Consignor: McMurdo, John R|Shipper: Jackson & Co, TR|Captain: ?, Daniel|Consignor: Addison & Co, AL|Shipper: Edmondson, Harris|Shipper: Crozet, C|Shipper: ? & Co|Shipper: Apperson, George W.|Shipper: Barret?, William|Consignor: McMurdo, John",Intra
132694,132694,1846.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,1.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Parthian, 1-1-1846,” January 1, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Allen, George W.|Apperson, George W.",Intra
132695,132695,1822.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,10.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,,"Shipper: Wilkinson, James|Captain: Jackson, Bemoni|Goodwin, William H.|Shipper: Lawrence, John|Captain: Jackson, Bemoni|Shipper: Jackson, Bemoni|Shipper: Saunders, Alexander|Dufau, A|Shipper: Isnard, Joseph|Shipper: Stetson, Benjamin|Shipper: Goodwin, William H|Shipper: Grant, James A.",Intra
132696,132696,1833.0,94.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526316,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Alexandria,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Tribune, 10-16-1833,” October 16, 1833. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Tribune, 11-4-1833,&#x201D; November 4, 1833. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.","Consignor: Linton, John|Captain: Smith, William|Shipper: Linton, William ?|Consignor: Franklin, Isaac|Shipper: Franklin & Armfield",Intra
132697,132697,1823.0,91.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,2.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Emerald, 3-7-1823,” March 7, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Emerald, 3-7-1823,” March 7, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Palmer, Charles|Hawkins, William H|Consignor: N&J Dick & Co|Robinson, Abner|Captain: Babson, Ebenezor",Intra
132698,132698,1840.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,2.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Orleans, 3-25-1840,&#x201D; March 25, 1840. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Orleans, 2--1840,” 1840. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Templeman, HN|Williams, William H|Burch, James H|?eenault, ?|Shipper: E, Henry|Jackson, Thomas B|Boley, Newton|Anderson, David|Tait, Bacon|Sanders? Landers?, Robert?|Davis, Henry|Campkins?, Ro|Captain: Horton, Hiram|Consignor: Dobbin & Co?|Consignor: Diggs?|Shipper: Goodwin, William H|Toled…., Christophal|Shipper: C, Stephen|Consignor: Templeman?",Intra
132700,132700,1835.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Virginia, 4-18-1835,&#x201D; April 18, 1835. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.","Buyer: Numa and Tre Segur and Segur|Shipper: Tait, Bacon|Shipper: McKensie, John|Shipper: Danby & Co?, ?|Shipper: Currie, David|Captain: Horton,|Shipper: Thompson, ?|Shipper: Richmond, Bassen??|Shipper: Turner & Davis|Seller: Boudar, Thomas|Shipper: Davis, James?|Shipper: ? & Co., ?|Consignor: Talbot, William F.",Intra
132701,132701,1828.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,2.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Billow, 2-23-1828,” February 23, 1828. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Buyer: Arnould, Cerille|Consignor: Woolfolk or Woolfolk, Joseph or John|Buyer: Labranche, Drausin",Intra
132702,132702,1836.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Diamond, 2-26-1836,&#x201D; February 26, 1836. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Diamond, 2-10-1836,” February 10, 1836. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Barnett, E|McDonald, Hugh|Turnbull, R J|Captain: Sherwood, F|Gregoria, J J",Intra
132703,132703,1851.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,11.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,,"Consignor: Wright Williams & Co|Shipper: Davis, George|Consignor: Hagan, John|Shipper: Currie, David|Consignor: Boudar, Thomas|Captain: Loveland, Jesse|Consignor: Talbot, William F.",Intra
132704,132704,1823.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,4.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Hollow, --1823,&#x201D; 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.|  “Manifest of the Hollow, 4-19-1823,” April 19, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Hollow, 4-19-1823,” April 19, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Comper, Josiah|Graham|Coxell?, R|Turner, William|Captain: Leslie, Henry|Accinelly, Bartholomew|Isnard, Joseph|Hanna, James",Intra
132705,132705,1842.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  “Manifest of the Orleans, 1-26-1842,” January 26, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Orleans, 2-17-1842,&#x201D; February 17, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Shipper: Dickson, John|Buyer: Michel Ondre Lattier|Shipper: Davis, Henry|Captain: Smith, William|Consignor: Davis, Mark|Seller: Davis, Mark",Intra
132706,132706,1843.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Orleans, 11-7-1843,&#x201D; November 7, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Buyer: Julien Baptiste Maillet|Shipper: Tait, Bacon|Shipper: Davis, Henry|Consignor: Barret, Thomas|Consignor: Carr & Co, Anderson|Captain: Smith, William|Consignor: Boudar, Thomas|Shipper: Libby, Luther|Consignor: Davis, Mark",Intra
132707,132707,1849.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Southerner, 10-27-1849,” October 27, 1849. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Donovan, Joseph|Simpson, M|Captain: Hooper,|Radburn, Ebenezer|Campbell, Bernard M.",Intra
132708,132708,1846.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Victorine, 12-17-1845,” December 17, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Victorine, 12-17-1845,” December 17, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Victorine, 1-2-1846,&#x201D; January 2, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1846-47, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 11, NAID 173892418. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173892418.",,Intra
132709,132709,1842.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Apalachicola,0,0.0,0.0,0,Mainland North America,"  “Manifest of the William H Tallman, 2-21-1842,” February 21, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the William H Tallman, 2-26-1842,&#x201D; February 26, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Jackson, A F|Captain: Gibuson, William",Intra
132710,132710,1831.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,4.0,0.0,0,5.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Ajax, 4-30-1831,” April 30, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Ajax, 4-30-1831,” April 30, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Ajax, 5-17-1831,&#x201D; May 17, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Consignor: Pascal, Paul|Consignor: Cuccella, Deraphin|Shipper: Gayle, George|Shipper: Yancey, A|Shipper: Allmans, John?|Consignor: Diggs, James B.|Shipper: Hatcher, Charles|Shipper: Priddy, William|Consignor: Woolfolk, John|Captain: Benthall, Robert|Shipper: Diggs, CW|Shipper: Raux, Bernard|Consignor: Cooksey, Thomas",Intra
132711,132711,1825.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Ship,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Lady Monroe, 3--1825,” 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Lady Monroe, 3--1825,” 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Lady Monroe, 4-21-1825,&#x201D; April 21, 1825. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.|  “William Boswell, Volume February-December 1838, #1,” 1838. Orleans Parish Notarial Archive (New Orleans, US).",,Intra
132712,132712,1843.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Ship,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,9.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Scotia, 10-16-1843,&#x201D; October 16, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.|  “Manifest of the Scotia, 11-30-1843,” November 30, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Buyer: McLaison?, Jacques|Buyer: Fortier, Stephen|Harker, William|Woolfolk, Austin|Captain: Leslie, Henry|Seller: Slatter, Shadrach Fleurellen|Buyer: McCleary, Hugh|Buyer: Beauregard, Louis Foutant (Toutant?)|Slatter, Hope|Buyer: wife of major Samuel Macbee, Mistress Mary Urquehart",Intra
132713,132713,1845.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Home, 3-22-1845,” March 22, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Home, 4-9-1845,&#x201D; April 9, 1845. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1844-1845, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 10, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173900399.","Shipper: Hollins, George",Intra
132714,132714,1830.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,2.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Magnolia, 2-13-1830,” February 13, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Magnolia, 2-13-1830,” February 13, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Crocker, Luther|Captain: Crocker, Luther|Shipper: Crocker, Luther",Intra
